Time_min,BG_mg_dL,IOB_U,CHO_g,INS_U_min
262.0,167.16930704806248,1.9814319979015371,0,0.020833333333333332
263.0,167.0473752385056,1.9815394961675568,0,0.020833333333333332
264.0,166.926341802286,1.981657176135768,0,0.020833333333333332
265.0,166.80620632068477,1.9817846126988625,0,0.020833333333333332
266.0,166.68696739007956,1.9819213932361788,0,0.020833333333333332
267.0,166.56862268097174,1.9820671172921505,0,0.020833333333333332
268.0,166.45116899471546,1.9822213962624797,0,0.020833333333333332
269.0,166.33460231797935,1.9823838530878584,0,0.020833333333333332
270.0,166.21891787499345,1.982554121955066,0,0.020833333333333332
271.0,166.10411017763425,1.9827318480052791,0,0.020833333333333332
272.0,165.99017307340273,1.9829166870494146,0,0.020833333333333332
273.0,165.8770997913521,1.9831083052903529,0,0.020833333333333332
274.0,165.7648829860234,1.9833063790518788,0,0.020833333333333332
275.0,165.653514779447,1.9835105945141853,0,0.020833333333333332
276.0,165.5429868012697,1.98372064745579,0,0.020833333333333332
277.0,165.43329022706652,1.9839362430017096,0,0.020833333333333332
278.0,165.32441581489581,1.9841570953777559,0,0.020833333333333332
279.0,165.21635394015732,1.9843829276708054,0,0.020833333333333332
280.0,165.10909462881028,1.9846134715949064,0,0.020833333333333332
281.0,165.00262758901002,1.9848484672630848,0,0.020833333333333332
282.0,164.8969422412185,1.9850876629647218,0,0.020833333333333332
283.0,164.79202774684555,1.9853308149483664,0,0.020833333333333332
284.0,164.68787303547404,1.9855776872098643,0,0.020833333333333332
285.0,164.58446683072302,1.9858280512856754,0,0.020833333333333332
286.0,164.48179767480065,1.986081686051252,0,0.020833333333333332
287.0,164.3798539517975,1.9863383775243768,0,0.020833333333333332
288.0,164.27862390976975,1.9865979186733245,0,0.020833333333333332
289.0,164.17809568166038,1.9868601092297533,0,0.020833333333333332
290.0,164.07825730510478,1.9871247555062,0,0.020833333333333332
291.0,163.97909674116636,1.9873916702180783,0,0.020833333333333332
292.0,163.88060189204575,1.9876606723100805,0,0.020833333333333332
293.0,163.78276061780645,1.9879315867868639,0,0.020833333333333332
294.0,163.6855607521577,1.9882042445479378,0,0.020833333333333332
295.0,163.58899011733465,1.9884784822266408,0,0.020833333333333332
296.0,163.49303653811413,1.9887541420331172,0,0.020833333333333332
297.0,163.39768785500303,1.9890310716012018,0,0.020833333333333332
298.0,163.3029319366355,1.9893091238391116,0,0.020833333333333332
299.0,163.20875669141284,1.9895881567838642,0,0.020833333333333332
300.0,163.11515007842036,1.989868033459327,0,0.020833333333333332
301.0,163.02210011765203,1.990148621737824,0,0.020833333333333332
302.0,162.92959489957514,1.9904297942051963,0,0.020833333333333332
303.0,162.8376225940638,1.9907114280292566,0,0.020833333333333332
304.0,162.74617145873,1.9909934048315396,0,0.020833333333333332
305.0,162.65522984668047,1.9912756105622824,0,0.020833333333333332
306.0,162.5647862137247,1.9915579353785515,0,0.020833333333333332
307.0,162.47482912506044,1.9918402735254428,0,0.020833333333333332
308.0,162.38534726146077,1.9921225232202864,0,0.020833333333333332
309.0,162.29632942498617,1.9924045865397777,0,0.020833333333333332
310.0,162.2077645442444,1.9926863693099686,0,0.020833333333333332
311.0,162.11964167921943,1.992967780999053,0,0.020833333333333332
312.0,162.03195002569035,1.9932487346128764,0,0.020833333333333332
313.0,161.94467891926072,1.993529146593106,0,0.020833333333333332
314.0,161.8578178390163,1.9938089367179963,0,0.020833333333333332
315.0,161.77135641083075,1.9940880280056938,0,0.020833333333333332
316.0,161.685284410336,1.9943663466200092,0,0.020833333333333332
317.0,161.59959176557456,1.9946438217786109,0,0.020833333333333332
318.0,161.5142685593497,1.9949203856635738,0,0.020833333333333332
319.0,161.42930503128915,1.9951959733342248,0,0.020833333333333332
320.0,161.34469157963704,1.9954705226422405,0,0.020833333333333332
321.0,161.2604187627882,1.995743974148928,0,0.020833333333333332
322.0,161.17647730057854,1.9960162710446523,0,0.020833333333333332
323.0,161.09285807534454,1.9962873590703463,0,0.020833333333333332
324.0,161.00955213276413,1.9965571864410558,0,0.020833333333333332
325.0,160.92655068249093,1.9968257037714785,0,0.020833333333333332
326.0,160.84384509859348,1.9970928640034336,0,0.020833333333333332
327.0,160.76142691981,1.9973586223352346,0,0.020833333333333332
328.0,160.67928784962947,1.9976229361528985,0,0.020833333333333332
329.0,160.59741975620864,1.997885764963165,0,0.020833333333333332
330.0,160.51581467213484,1.9981470703282669,0,0.020833333333333332
331.0,160.43446479404355,1.9984068158024242,0,0.020833333333333332
332.0,160.35336248209944,1.998664966870004,0,0.020833333333333332
333.0,160.2725002593492,1.9989214908853188,0,0.020833333333333332
334.0,160.191870810954,1.999176357014015,0,0.020833333333333332
335.0,160.1114669833097,1.9994295361760193,0,0.020833333333333332
336.0,160.03128178306125,1.9996810009899952,0,0.020833333333333332
337.0,159.95130837601877,1.9999307257192862,0,0.020833333333333332
338.0,159.87154008598185,2.000178686219297,0,0.020833333333333332
339.0,159.79197039347804,2.0004248598862833,0,0.020833333333333332
340.0,159.71259293442208,2.0006692256075156,0,0.020833333333333332
341.0,159.6334014987011,2.000911763712782,0,0.020833333333333332
342.0,159.55439002869144,2.001152455927197,0,0.020833333333333332
343.0,159.47555261771245,2.001391285325284,0,0.020833333333333332
344.0,159.3968835084221,2.0016282362863023,0,0.020833333333333332
345.0,159.31837709115894,2.0018632944507817,0,0.020833333333333332
346.0,159.2400279022353,2.002096446678247,0,0.020833333333333332
347.0,159.1618306221858,2.0023276810060877,0,0.020833333333333332
348.0,159.083780073975,2.002556986609553,0,0.020833333333333332
349.0,159.00587122116877,2.002784353762847,0,0.020833333333333332
350.0,158.9280991660723,2.00300977380129,0,0.020833333333333332
351.0,158.85045914783854,2.003233239084522,0,0.020833333333333332
352.0,158.77294654055086,2.0034547429607223,0,0.020833333333333332
353.0,158.69555685128225,2.003674279731822,0,0.020833333333333332
354.0,158.6182857181346,2.00389184461968,0,0.020833333333333332
355.0,158.5411289082609,2.004107433733203,0,0.020833333333333332
356.0,158.46408231587307,2.004321044036383,0,0.020833333333333332
357.0,158.38714196023744,2.004532673317231,0,0.020833333333333332
358.0,158.31030398366127,2.00474232015758,0,0.020833333333333332
359.0,158.2335646494716,2.0049499839037432,0,0.020833333333333332
360.0,158.15692033998957,2.005155664637999,0,0.020833333333333332
361.0,158.08036755450127,2.0053593631508853,0,0.020833333333333332
362.0,158.00390290722797,2.00556108091428,0,0.020833333333333332
363.0,157.92752312529697,2.005760820055252,0,0.020833333333333332
364.0,157.85122504671492,2.0059585833306572,0,0.020833333333333332
365.0,157.7750056183456,2.006154374102468,0,0.020833333333333332
366.0,157.69886189389302,2.0063481963138106,0,0.020833333333333332
367.0,157.62279103189206,2.006540054465693,0,0.020833333333333332
368.0,157.54679029370723,2.0067299535944145,0,0.020833333333333332
369.0,157.4708570415415,2.006917899249628,0,0.020833333333333332
370.0,157.3949887364561,2.007103897473042,0,0.020833333333333332
371.0,157.31918293640206,2.007287954777752,0,0.020833333333333332
372.0,157.24343729426553,2.0074700781281742,0,0.020833333333333332
373.0,157.16774955592655,2.007650274920577,0,0.020833333333333332
374.0,157.09211755833329,2.0078285529641864,0,0.020833333333333332
375.0,157.016539227592,2.0080049204628563,0,0.020833333333333332
376.0,156.9410125770738,2.0081793859972836,0,0.020833333333333332
377.0,156.86553570553855,2.0083519585077596,0,0.020833333333333332
378.0,156.79010679527713,2.00852264727744,0,0.020833333333333332
379.0,156.71472411027233,2.0086914619161194,0,0.020833333333333332
380.0,156.63938599437887,2.008858412344504,0,0.020833333333333332
381.0,156.56409086952337,2.0090235087789567,0,0.020833333333333332
382.0,156.48883723392467,2.0091867617167165,0,0.020833333333333332
383.0,156.41362366033474,2.00934818192157,0,0.020833333333333332
384.0,156.33844879430063,2.009507780409964,0,0.020833333333333332
385.0,156.2633113524483,2.0096655684375544,0,0.020833333333333332
386.0,156.18821012078772,2.0098215574861755,0,0.020833333333333332
387.0,156.1131439530405,2.009975759251207,0,0.020833333333333332
388.0,156.03811176898955,2.0101281856293585,0,0.020833333333333332
389.0,155.96311255285158,2.010278848706821,0,0.020833333333333332
390.0,155.8881453516721,2.0104277607478145,0,0.020833333333333332
391.0,155.8132092737435,2.0105749341834867,0,0.020833333333333332
392.0,155.7383034870459,2.010720381601178,0,0.020833333333333332
393.0,155.66342721771167,2.0108641157340363,0,0.020833333333333332
394.0,155.58857974851273,2.0110061494509606,0,0.020833333333333332
395.0,155.5137604173711,2.0111464957468828,0,0.020833333333333332
396.0,155.43896861589326,2.011285167733365,0,0.020833333333333332
397.0,155.3642037879273,2.0114221786295103,0,0.020833333333333332
398.0,155.28946542814376,2.0115575417531795,0,0.020833333333333332
399.0,155.21475308063975,2.0116912705124936,0,0.020833333333333332
400.0,155.14006633756608,2.0118233783976365,0,0.020833333333333332
401.0,155.0654048377779,2.0119538789729257,0,0.020833333333333332
402.0,154.9907682655085,2.0120827858691577,0,0.020833333333333332
403.0,154.91615634906586,2.012210112776222,0,0.020833333333333332
404.0,154.8415688595525,2.012335873435967,0,0.020833333333333332
405.0,154.76700560960782,2.0124600816353126,0,0.020833333333333332
406.0,154.69246645217368,2.012582751199614,0,0.020833333333333332
407.0,154.61795127928187,2.0127038959862555,0,0.020833333333333332
408.0,154.5434600208645,2.0128235298784753,0,0.020833333333333332
409.0,154.46899264358666,2.0129416667794113,0,0.020833333333333332
410.0,154.3945491497007,2.013058320606367,0,0.020833333333333332
411.0,154.32012957592315,2.013173505285287,0,0.020833333333333332
412.0,154.24573399233253,2.0132872347454343,0,0.020833333333333332
413.0,154.17136250128962,2.01339952291427,0,0.020833333333333332
414.0,154.09701523637816,2.0135103837125246,0,0.020833333333333332
415.0,154.02269236136738,2.0136198310494593,0,0.020833333333333332
416.0,153.94839406919507,2.0137278788183033,0,0.020833333333333332
417.0,153.8741205809715,2.013834540891879,0,0.020833333333333332
418.0,153.79987214500366,2.0139398311183867,0,0.020833333333333332
419.0,153.72564903584,2.0140437633173662,0,0.020833333333333332
420.0,153.651451553335,2.0141463512758184,0,0.020833333333333332
421.0,153.57728002173337,2.0142476087444803,0,0.020833333333333332
422.0,153.50313478877428,2.014347549434257,0,0.020833333333333332
423.0,153.42901622481426,2.0144461870128025,0,0.020833333333333332
424.0,153.3549247219697,2.0145435351012413,0,0.020833333333333332
425.0,153.28086069327782,2.014639607271033,0,0.020833333333333332
426.0,153.20682457187624,2.014734417040973,0,0.020833333333333332
427.0,153.13281681020095,2.01482797787432,0,0.020833333333333332
428.0,153.05883787920234,2.0149203031760585,0,0.020833333333333332
429.0,152.9848882675788,2.0150114062902786,0,0.020833333333333332
430.0,152.91096848102816,2.015101300497682,0,0.020833333333333332
431.0,152.8370790415162,2.0151899990131987,0,0.020833333333333332
432.0,152.76322048656226,2.015277514983723,0,0.020833333333333332
433.0,152.68939336854172,2.0153638614859526,0,0.020833333333333332
434.0,152.61559825400474,2.015449051524342,0,0.020833333333333332
435.0,152.5418357230115,2.0155330980291484,0,0.020833333333333332
436.0,152.46810636848343,2.0156160138545887,0,0.020833333333333332
437.0,152.39441079557008,2.0156978117770854,0,0.020833333333333332
438.0,152.3207496210314,2.01577850449361,0,0.020833333333333332
439.0,152.2471234726356,2.015858104620115,0,0.020833333333333332
440.0,152.1735329885716,2.015936624690055,0,0.020833333333333332
441.0,152.09997881687661,2.0160140771529957,0,0.020833333333333332
442.0,152.0264616148779,2.016090474373299,0,0.020833333333333332
443.0,151.9529820486488,2.016165828628895,0,0.020833333333333332
444.0,151.87954079247908,2.0162401521101243,0,0.020833333333333332
445.0,151.80613852835853,2.0163134569186636,0,0.020833333333333332
446.0,151.73277594547451,2.016385755066515,0,0.020833333333333332
447.0,151.6594537397225,2.01645705847507,0,0.020833333333333332
448.0,151.58617261322973,2.0165273789742435,0,0.020833333333333332
449.0,151.51293327389178,2.0165967283016646,0,0.020833333333333332
450.0,151.43973643492134,2.016665118101943,0,0.020833333333333332
451.0,151.36658281440967,2.016732559925985,0,0.020833333333333332
452.0,151.2934731349,2.016799065230374,0,0.020833333333333332
453.0,151.22040812297283,2.016864645376813,0,0.020833333333333332
454.0,151.14738850884262,2.0169293116316096,0,0.020833333333333332
455.0,151.07441502596635,2.0169930751652276,0,0.020833333333333332
456.0,151.0014884106628,2.017055947051882,0,0.020833333333333332
457.0,150.92860940174324,2.0171179382691844,0,0.020833333333333332
458.0,150.85577874015235,2.017179059697842,0,0.020833333333333332
459.0,150.78299716862028,2.0172393221213945,0,0.020833333333333332
460.0,150.71026543132447,2.0172987362260026,0,0.020833333333333332
461.0,150.63758427356197,2.0173573126002764,0,0.020833333333333332
462.0,150.56495444143152,2.0174150617351416,0,0.020833333333333332
463.0,150.49237668152537,2.0174719940237558,0,0.020833333333333332
464.0,150.41985174063063,2.0175281197614545,0,0.020833333333333332
465.0,150.34738036543976,2.017583449145732,0,0.020833333333333332
466.0,150.2749633022705,2.0176379922762715,0,0.020833333333333332
467.0,150.2026012967944,2.0176917591549923,0,0.020833333333333332
468.0,150.13029509377427,2.0177447596861433,0,0.020833333333333332
469.0,150.0580454368101,2.0177970036764217,0,0.020833333333333332
470.0,149.98585306809338,2.017848500835123,0,0.020833333333333332
471.0,149.9137187281695,2.0178992607743207,0,0.020833333333333332
472.0,149.8416431557083,2.0179492930090768,0,0.020833333333333332
473.0,149.76962708728237,2.0179986069576725,0,0.020833333333333332
474.0,149.69767125715282,2.0180472119418753,0,0.020833333333333332
475.0,149.62577639706296,2.0180951171872166,0,0.020833333333333332
476.0,149.55394323603875,2.0181423318233094,0,0.020833333333333332
477.0,149.4821725001969,2.018188864884174,0,0.020833333333333332
478.0,149.41046491255958,2.018234725308596,0,0.020833333333333332
479.0,149.33882119287608,2.018279921940501,0,0.020833333333333332
480.0,149.26724205745117,2.0183244635293454,0,0.020833333333333332
481.0,149.1957282189799,2.018368358730536,0,0.020833333333333332
482.0,149.12428038638882,2.018411616105858,0,0.020833333333333332
483.0,149.05289926468336,2.0184542441239257,0,0.020833333333333332
484.0,148.98158555480117,2.0184962511606486,0,0.020833333333333332
485.0,148.91033995347163,2.0185376454997117,0,0.020833333333333332
486.0,148.83916315308088,2.018578435333075,0,0.020833333333333332
487.0,148.76805584154255,2.0186186287614816,0,0.020833333333333332
488.0,148.69701870217403,2.0186582337949814,0,0.020833333333333332
489.0,148.62605241357812,2.0186972583534724,0,0.020833333333333332
490.0,148.5551576495297,2.0187357102672454,0,0.020833333333333332
491.0,148.48433507886782,2.0187735972775473,0,0.020833333333333332
492.0,148.41358536539246,2.0188109270371526,0,0.020833333333333332
493.0,148.34290916776627,2.0188477071109436,0,0.020833333333333332
494.0,148.27230713942112,2.018883944976505,0,0.020833333333333332
495.0,148.20177992846894,2.0189196480247213,0,0.020833333333333332
496.0,148.13132817761738,2.018954823560387,0,0.020833333333333332
497.0,148.0609525240897,2.018989478802825,0,0.020833333333333332
498.0,147.9906535995488,2.019023620886511,0,0.020833333333333332
499.0,147.92043203002558,2.0190572568617005,0,0.020833333333333332
500.0,147.85028843585113,2.0190903936950737,0,0.020833333333333332
501.0,147.78022343159307,2.019123038270375,0,0.020833333333333332
502.0,147.71023762599543,2.0191551973890633,0,0.020833333333333332
503.0,147.64033162192257,2.0191868777709674,0,0.020833333333333332
504.0,147.5705060163064,2.019218086054944,0,0.020833333333333332
505.0,147.5007614000973,2.0192488287995425,0,0.020833333333333332
506.0,147.43109835821835,2.01927911248367,0,0.020833333333333332
507.0,147.36151746952294,2.019308943507267,0,0.020833333333333332
508.0,147.29201930675566,2.0193383281919757,0,0.020833333333333332
509.0,147.2226044365162,2.0193672727818193,0,0.020833333333333332
510.0,147.15327341922642,2.019395783443882,0,0.020833333333333332
511.0,147.08402680910018,2.0194238662689887,0,0.020833333333333332
512.0,147.01486515411628,2.0194515272723867,0,0.020833333333333332
513.0,146.94578899599415,2.019478772394434,0,0.020833333333333332
514.0,146.87679887017205,2.01950560750128,0,0.020833333333333332
515.0,146.8078953057881,2.0195320383855546,0,0.020833333333333332
516.0,146.73907882566374,2.0195580707670566,0,0.020833333333333332
517.0,146.67034994628983,2.019583710293434,0,0.020833333333333332
518.0,146.60170917781488,2.0196089625408824,0,0.020833333333333332
519.0,146.53315702403583,2.019633833014818,0,0.020833333333333332
520.0,146.464693982391,2.0196583271505775,0,0.020833333333333332
521.0,146.3963205439552,2.019682450314095,0,0.020833333333333332
522.0,146.32803719343698,2.0197062078025914,0,0.020833333333333332
523.0,146.25984440917793,2.019729604845255,0,0.020833333333333332
524.0,146.19174266315395,2.0197526466039277,0,0.020833333333333332
525.0,146.1237324209783,2.0197753381737837,0,0.020833333333333332
526.0,146.05581414190695,2.0197976845840078,0,0.020833333333333332
527.0,145.98798827884508,2.019819690798476,0,0.020833333333333332
528.0,145.92025527835574,2.0198413617164297,0,0.020833333333333332
529.0,145.8526155806701,2.019862702173146,0,0.020833333333333332
530.0,145.78506961969933,2.0198837169406136,0,0.020833333333333332
531.0,145.71761782304793,2.0199044107281963,0,0.020833333333333332
532.0,145.65026061202863,2.019924788183302,0,0.020833333333333332
533.0,145.58299840167882,2.0199448538920444,0,0.020833333333333332
534.0,145.51583160077826,2.0199646123799013,0,0.020833333333333332
535.0,145.4487606118681,2.019984068112375,0,0.020833333333333332
536.0,145.38178583127143,2.020003225495642,0,0.020833333333333332
537.0,145.31490764911487,2.020022088877207,0,0.020833333333333332
538.0,145.2481264493514,2.020040662546545,0,0.020833333333333332
539.0,145.18144260978443,2.0200589507357516,0,0.020833333333333332
540.0,145.11485650209286,2.020076957620176,0,0.020833333333333332
541.0,145.04836849185733,2.020094687319062,0,0.020833333333333332
542.0,144.98197893858745,2.020112143896175,0,0.020833333333333332
543.0,144.91568819574996,2.0201293313604376,0,0.020833333333333332
544.0,144.8494966107979,2.020146253666549,0,0.020833333333333332
545.0,144.7834045252007,2.0201629147156046,0,0.020833333333333332
546.0,144.7174122744751,2.0201793183557175,0,0.020833333333333332
547.0,144.6515201882168,2.0201954683826244,0,0.020833333333333332
548.0,144.58572859013321,2.0202113685403003,0,0.020833333333333332
549.0,144.52003779807654,2.0202270225215546,0,0.020833333333333332
550.0,144.45444812407797,2.0202424339686376,0,0.020833333333333332
551.0,144.38895987438227,2.0202576064738285,0,0.020833333333333332
552.0,144.32357334948315,2.0202725435800337,0,0.020833333333333332
553.0,144.2582888441594,2.0202872487813646,0,0.020833333333333332
554.0,144.1931066475113,2.020301725523725,0,0.020833333333333332
555.0,144.12802704299793,2.0203159772053856,0,0.020833333333333332
556.0,144.06305030847463,2.020330007177556,0,0.020833333333333332
